TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
3346;2011;11;A; 114;150101; 4;s;01;   92;s;   36;-;    1;s;    0;-;   90;s;   82;s;    6;s;    2;s;    0;s;    0;s;    1;s;    0;s;    0;s;    1;s;   36;-;   35;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150101; 4;s;02;  309;s;  139;-;    4;s;    0;-;  303;s;  283;s;   19;s;    1;s;    0;s;    0;s;    3;s;    1;s;    1;s;    2;s;  138;-;  133;-;    5;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-
3346;2011;11;A; 114;150101; 4;s;03;  232;s;  164;-;    1;s;    1;-;  225;s;  207;s;   18;s;    0;s;    6;s;    0;s;    0;s;    1;s;    1;s;    0;s;  162;-;  153;-;    8;-;    1;-;    0;-;    0;-;    1;-;    0;-;    0;-;    1;-
3346;2011;11;A; 114;150101; 4;s;04;  154;s;  110;-;    1;s;    2;-;  151;s;  141;s;   10;s;    0;s;    0;s;    0;s;    0;s;    1;s;    1;s;    2;s;  108;-;  105;-;    3;-;    0;-;    0;-;    0;-;    2;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150101; 4;s;05;   93;s;   77;-;    2;s;    1;-;   91;s;   84;s;    7;s;    0;s;    0;s;    0;s;    1;s;    1;s;    1;s;    0;s;   76;-;   68;-;    8;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-
3346;2011;11;A; 114;150101; 4;s;06;   88;s;  125;-;    4;s;    1;-;   83;s;   76;s;    7;s;    0;s;    0;s;    0;s;    2;s;    2;s;    2;s;    1;s;  121;-;  115;-;    6;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    3;-
3346;2011;11;A; 114;150101; 4;s;07;   76;s;   58;-;    4;s;    0;-;   71;s;   67;s;    4;s;    0;s;    0;s;    2;s;    1;s;    1;s;    1;s;    1;s;   57;-;   56;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-
3346;2011;11;A; 114;150101; 4;s;08;   62;s;   30;-;    2;s;    2;-;   58;s;   54;s;    4;s;    0;s;    1;s;    0;s;    1;s;    1;s;    0;s;    1;s;   27;-;   25;-;    2;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150101; 4;s;09;   71;s;   61;-;    7;s;    1;-;   62;s;   56;s;    6;s;    0;s;    0;s;    5;s;    1;s;    1;s;    1;s;    2;s;   60;-;   56;-;    3;-;    1;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150101; 4;s;10;  107;s;   84;-;    7;s;    2;-;   99;s;   94;s;    4;s;    1;s;    0;s;    2;s;    4;s;    1;s;    1;s;    1;s;   81;-;   74;-;    7;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;    1;-
3346;2011;11;A; 114;150101; 4;s;11;  293;s;  154;-;    6;s;    2;-;  284;s;  265;s;   14;s;    5;s;    1;s;    2;s;    3;s;    1;s;    1;s;    2;s;  151;-;  145;-;    6;-;    0;-;    0;-;    1;-;    0;-;    1;-;    0;-;    1;-
3346;2011;11;A; 114;150101; 4;s;12;  570;s;  314;-;    4;s;    4;-;  559;s;  528;s;   26;s;    5;s;    2;s;    0;s;    3;s;    1;s;    1;s;    5;s;  307;-;  297;-;    9;-;    1;-;    0;-;    1;-;    2;-;    1;-;    1;-;    3;-
3346;2011;11;A; 114;150101; 4;s;13;  847;s;  501;-;    6;s;    8;-;  831;s;  788;s;   37;s;    6;s;    3;s;    2;s;    3;s;    1;s;    1;s;    7;s;  483;-;  462;-;   21;-;    0;-;    5;-;    1;-;    3;-;    4;-;    0;-;    5;-
3346;2011;11;A; 114;150101; 4;s;14;  912;s;  780;-;    9;s;    2;-;  889;s;  844;s;   42;s;    3;s;    4;s;    0;s;    6;s;    3;s;    2;s;   10;s;  768;-;  725;-;   39;-;    4;-;    0;-;    1;-;    1;-;    0;-;    0;-;   10;-
3346;2011;11;A; 114;150101; 4;s;15;  823;s;  894;-;    8;s;    5;-;  806;s;  767;s;   34;s;    5;s;    2;s;    3;s;    4;s;    1;s;    1;s;    7;s;  879;-;  831;-;   46;-;    2;-;    0;-;    2;-;    3;-;    0;-;    0;-;   10;-
3346;2011;11;A; 114;150101; 4;s;16;  591;s;  955;-;    3;s;    6;-;  580;s;  543;s;   33;s;    4;s;    2;s;    1;s;    2;s;    0;s;    0;s;    6;s;  938;-;  899;-;   34;-;    5;-;    3;-;    1;-;    3;-;    2;-;    2;-;    8;-
3346;2011;11;A; 114;150101; 4;s;17;  481;s; 1027;-;    6;s;    3;-;  469;s;  440;s;   28;s;    1;s;    2;s;    3;s;    2;s;    1;s;    1;s;    4;s; 1019;-;  975;-;   43;-;    1;-;    0;-;    0;-;    3;-;    0;-;    0;-;    5;-
3346;2011;11;A; 114;150101; 4;s;18;  410;s;  831;-;    7;s;    3;-;  398;s;  372;s;   23;s;    3;s;    2;s;    0;s;    4;s;    3;s;    2;s;    3;s;  823;-;  780;-;   43;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-;    5;-
3346;2011;11;A; 114;150101; 4;s;19;  340;s;  699;-;    6;s;    4;-;  328;s;  305;s;   21;s;    2;s;    2;s;    0;s;    3;s;    3;s;    2;s;    4;s;  686;-;  644;-;   39;-;    3;-;    1;-;    1;-;    2;-;    1;-;    1;-;    8;-
3346;2011;11;A; 114;150101; 4;s;20;  220;s;  464;-;    7;s;    5;-;  211;s;  197;s;   12;s;    2;s;    1;s;    0;s;    4;s;    3;s;    2;s;    1;s;  454;-;  426;-;   25;-;    3;-;    1;-;    1;-;    4;-;    0;-;    0;-;    4;-
3346;2011;11;A; 114;150101; 4;s;21;  170;s;  272;-;    7;s;    0;-;  160;s;  153;s;    7;s;    0;s;    1;s;    3;s;    2;s;    2;s;    1;s;    2;s;  271;-;  258;-;   12;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150101; 4;s;22;  122;s;  212;-;    5;s;    2;-;  116;s;  109;s;    6;s;    1;s;    0;s;    0;s;    2;s;    3;s;    2;s;    1;s;  209;-;  201;-;    7;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150101; 4;s;23;  118;s;  155;-;    8;s;    3;-;  108;s;  102;s;    5;s;    1;s;    1;s;    0;s;    2;s;    6;s;    5;s;    1;s;  149;-;  140;-;    9;-;    0;-;    0;-;    2;-;    0;-;    1;-;    1;-;    3;-
3346;2011;11;A; 114;150101; 4;s;24;   97;s;   93;-;    6;s;    4;-;   90;s;   85;s;    5;s;    0;s;    0;s;    0;s;    2;s;    4;s;    3;s;    1;s;   86;-;   72;-;   13;-;    1;-;    1;-;    0;-;    1;-;    3;-;    2;-;    2;-
3346;2011;11;A; 114;150102; 5;u;01;   47;s;   29;-;    4;s;    6;-;   42;s;   38;s;    4;s;    0;s;    0;s;    0;s;    0;s;    4;s;    3;s;    1;s;   23;-;   20;-;    3;-;    0;-;    0;-;    0;-;    2;-;    4;-;    2;-;    0;-
3346;2011;11;A; 114;150102; 5;u;02;   35;s;   41;-;    6;s;    3;-;   29;s;   24;s;    4;s;    1;s;    0;s;    0;s;    2;s;    4;s;    3;s;    0;s;   38;-;   35;-;    3;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    0;-
3346;2011;11;A; 114;150102; 5;u;03;   50;s;   30;-;    6;s;   10;-;   43;s;   36;s;    7;s;    0;s;    0;s;    0;s;    3;s;    3;s;    2;s;    1;s;   18;-;   15;-;    3;-;    0;-;    1;-;    0;-;    4;-;    6;-;    6;-;    1;-
3346;2011;11;A; 114;150102; 5;u;04;   45;s;   52;-;    9;s;   15;-;   34;s;   30;s;    3;s;    1;s;    1;s;    0;s;    3;s;    6;s;    4;s;    1;s;   37;-;   33;-;    4;-;    0;-;    0;-;    0;-;    5;-;   10;-;    6;-;    0;-
3346;2011;11;A; 114;150102; 5;u;05;   54;s;  138;-;   12;s;   26;-;   40;s;   35;s;    5;s;    0;s;    1;s;    0;s;    8;s;    4;s;    3;s;    1;s;  111;-;  104;-;    7;-;    0;-;    0;-;    0;-;    7;-;   19;-;   17;-;    1;-
3346;2011;11;A; 114;150102; 5;u;06;  119;s;  355;-;   18;s;   71;-;   97;s;   87;s;   10;s;    0;s;    2;s;    0;s;   10;s;    8;s;    6;s;    2;s;  274;-;  254;-;   17;-;    3;-;    0;-;    0;-;   32;-;   39;-;   30;-;   10;-
3346;2011;11;A; 114;150102; 5;u;07;  231;s;  433;-;   21;s;   26;-;  207;s;  186;s;   21;s;    0;s;    0;s;    0;s;   11;s;   10;s;    6;s;    3;s;  398;-;  350;-;   47;-;    1;-;    2;-;    0;-;   10;-;   16;-;    9;-;    7;-
3346;2011;11;A; 114;150102; 5;u;08;  339;s;  513;-;   30;s;   22;-;  299;s;  265;s;   33;s;    1;s;    2;s;    0;s;   14;s;   16;s;   11;s;    8;s;  484;-;  437;-;   45;-;    2;-;    2;-;    0;-;   14;-;    8;-;    7;-;    5;-
3346;2011;11;A; 114;150102; 5;u;09;  424;s;  491;-;   41;s;   17;-;  375;s;  327;s;   47;s;    1;s;    3;s;    2;s;   20;s;   19;s;   12;s;    5;s;  461;-;  406;-;   54;-;    1;-;    7;-;    0;-;    9;-;    8;-;    4;-;    6;-
3346;2011;11;A; 114;150102; 5;u;10;  519;s;  551;-;   52;s;   40;-;  457;s;  404;s;   51;s;    2;s;    3;s;    5;s;   22;s;   25;s;   16;s;    7;s;  500;-;  453;-;   47;-;    0;-;    5;-;    1;-;   25;-;   14;-;    8;-;    6;-
3346;2011;11;A; 114;150102; 5;u;11;  763;s;  754;-;   44;s;   37;-;  702;s;  622;s;   74;s;    6;s;    8;s;    4;s;   20;s;   20;s;   12;s;    9;s;  709;-;  647;-;   60;-;    2;-;    5;-;    1;-;   15;-;   21;-;   16;-;    3;-
3346;2011;11;A; 114;150102; 5;u;12;  977;s;  930;-;   45;s;   48;-;  914;s;  806;s;  102;s;    6;s;    8;s;    1;s;   23;s;   21;s;   13;s;   10;s;  869;-;  806;-;   61;-;    2;-;    4;-;    4;-;   20;-;   24;-;   20;-;    9;-
3346;2011;11;A; 114;150102; 5;u;13;  973;s; 1182;-;   46;s;   27;-;  910;s;  803;s;   97;s;   10;s;    8;s;    1;s;   25;s;   20;s;   12;s;    9;s; 1141;-; 1083;-;   57;-;    1;-;    4;-;    1;-;   16;-;   10;-;    9;-;   10;-
3346;2011;11;A; 114;150102; 5;u;14;  959;s; 1163;-;   44;s;   31;-;  892;s;  793;s;   94;s;    5;s;   11;s;    1;s;   24;s;   19;s;   13;s;   12;s; 1115;-; 1042;-;   73;-;    0;-;    3;-;    3;-;   14;-;   14;-;   12;-;   14;-
3346;2011;11;A; 114;150102; 5;u;15; 1072;s; 1305;-;   37;s;   24;-; 1012;s;  895;s;  110;s;    7;s;   11;s;    0;s;   21;s;   16;s;   10;s;   12;s; 1269;-; 1198;-;   67;-;    4;-;    1;-;    2;-;   11;-;   11;-;    8;-;   11;-
3346;2011;11;A; 114;150102; 5;u;16;  999;s; 1187;-;   35;s;   25;-;  940;s;  838;s;   94;s;    8;s;    9;s;    0;s;   19;s;   16;s;    9;s;   15;s; 1154;-; 1079;-;   74;-;    1;-;    1;-;    4;-;   14;-;    7;-;    6;-;    7;-
3346;2011;11;A; 114;150102; 5;u;17;  941;s; 1225;-;   25;s;   21;-;  899;s;  797;s;   93;s;    9;s;    9;s;    2;s;   13;s;   10;s;    6;s;    8;s; 1189;-; 1111;-;   75;-;    3;-;    2;-;    3;-;    7;-;   11;-;   11;-;   13;-
3346;2011;11;A; 114;150102; 5;u;18;  836;s; 1200;-;   19;s;   18;-;  802;s;  732;s;   64;s;    6;s;    7;s;    1;s;   11;s;    7;s;    5;s;    8;s; 1167;-; 1090;-;   76;-;    1;-;    4;-;    2;-;   12;-;    4;-;    3;-;   11;-
3346;2011;11;A; 114;150102; 5;u;19;  687;s; 1060;-;   17;s;   19;-;  656;s;  602;s;   51;s;    3;s;    6;s;    0;s;   11;s;    6;s;    4;s;    8;s; 1032;-;  956;-;   75;-;    1;-;    0;-;    4;-;    3;-;   12;-;   10;-;    9;-
3346;2011;11;A; 114;150102; 5;u;20;  550;s;  591;-;   10;s;   10;-;  529;s;  479;s;   47;s;    3;s;    4;s;    0;s;    7;s;    3;s;    2;s;    7;s;  572;-;  540;-;   31;-;    1;-;    3;-;    2;-;    7;-;    1;-;    1;-;    6;-
3346;2011;11;A; 114;150102; 5;u;21;  403;s;  395;-;    7;s;    7;-;  388;s;  361;s;   25;s;    2;s;    4;s;    1;s;    3;s;    3;s;    2;s;    4;s;  387;-;  366;-;   19;-;    2;-;    0;-;    0;-;    4;-;    3;-;    3;-;    1;-
3346;2011;11;A; 114;150102; 5;u;22;  296;s;  260;-;    4;s;    5;-;  284;s;  268;s;   16;s;    0;s;    2;s;    0;s;    2;s;    2;s;    1;s;    6;s;  251;-;  238;-;   13;-;    0;-;    0;-;    0;-;    3;-;    2;-;    2;-;    4;-
3346;2011;11;A; 114;150102; 5;u;23;  315;s;  200;-;    4;s;    5;-;  306;s;  286;s;   20;s;    0;s;    2;s;    0;s;    3;s;    1;s;    1;s;    3;s;  193;-;  177;-;   16;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;    2;-
3346;2011;11;A; 114;150102; 5;u;24;  203;s;  125;-;    5;s;    5;-;  195;s;  181;s;   14;s;    0;s;    0;s;    0;s;    1;s;    4;s;    2;s;    3;s;  117;-;  107;-;   10;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;    3;-
3346;2011;11;A; 114;150103; 6;u;01;  104;s;   72;-;    9;s;    1;-;   93;s;   87;s;    6;s;    0;s;    1;s;    0;s;    4;s;    5;s;    4;s;    1;s;   71;-;   70;-;    1;-;    0;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-
3346;2011;11;A; 114;150103; 6;u;02;   78;s;   51;-;    3;s;    2;-;   74;s;   69;s;    5;s;    0;s;    0;s;    0;s;    0;s;    3;s;    2;s;    1;s;   47;-;   42;-;    5;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    2;-
3346;2011;11;A; 114;150103; 6;u;03;   50;s;   35;-;    5;s;    8;-;   44;s;   41;s;    3;s;    0;s;    0;s;    0;s;    2;s;    3;s;    2;s;    1;s;   27;-;   26;-;    1;-;    0;-;    0;-;    1;-;    2;-;    5;-;    5;-;    0;-
3346;2011;11;A; 114;150103; 6;u;04;   57;s;   41;-;    5;s;   10;-;   51;s;   45;s;    6;s;    0;s;    0;s;    0;s;    2;s;    3;s;    2;s;    1;s;   30;-;   25;-;    5;-;    0;-;    1;-;    1;-;    1;-;    8;-;    5;-;    0;-
3346;2011;11;A; 114;150103; 6;u;05;   60;s;   92;-;    9;s;   21;-;   50;s;   43;s;    7;s;    0;s;    0;s;    0;s;    5;s;    4;s;    1;s;    1;s;   71;-;   66;-;    5;-;    0;-;    0;-;    2;-;    5;-;   14;-;    9;-;    0;-
3346;2011;11;A; 114;150103; 6;u;06;   79;s;  171;-;   10;s;   31;-;   68;s;   63;s;    5;s;    0;s;    0;s;    0;s;    6;s;    4;s;    3;s;    1;s;  137;-;  130;-;    6;-;    1;-;    1;-;    0;-;    5;-;   26;-;   21;-;    2;-
3346;2011;11;A; 114;150103; 6;u;07;  147;s;  117;-;   13;s;   11;-;  129;s;  116;s;   12;s;    1;s;    1;s;    1;s;    8;s;    4;s;    3;s;    4;s;  100;-;   90;-;   10;-;    0;-;    3;-;    0;-;    9;-;    2;-;    1;-;    3;-
3346;2011;11;A; 114;150103; 6;u;08;  192;s;  159;-;   20;s;   16;-;  167;s;  152;s;   15;s;    0;s;    2;s;    0;s;   13;s;    7;s;    5;s;    3;s;  140;-;  124;-;   16;-;    0;-;    2;-;    0;-;    8;-;    8;-;    4;-;    1;-
3346;2011;11;A; 114;150103; 6;u;09;  366;s;  267;-;   27;s;   15;-;  330;s;  297;s;   31;s;    2;s;    3;s;    3;s;   14;s;   10;s;    6;s;    6;s;  248;-;  214;-;   34;-;    0;-;    2;-;    0;-;    9;-;    6;-;    5;-;    2;-
3346;2011;11;A; 114;150103; 6;u;10;  534;s;  461;-;   22;s;   21;-;  505;s;  472;s;   30;s;    3;s;    3;s;    3;s;    9;s;   10;s;    6;s;    4;s;  432;-;  406;-;   26;-;    0;-;    3;-;    1;-;   13;-;    7;-;    6;-;    5;-
3346;2011;11;A; 114;150103; 6;u;11;  847;s;  596;-;   13;s;    8;-;  820;s;  765;s;   53;s;    2;s;    5;s;    1;s;    7;s;    5;s;    3;s;    9;s;  579;-;  525;-;   52;-;    2;-;    2;-;    1;-;    6;-;    1;-;    0;-;    7;-
3346;2011;11;A; 114;150103; 6;u;12;  870;s;  876;-;   21;s;   16;-;  838;s;  787;s;   45;s;    6;s;    6;s;    0;s;   14;s;    7;s;    5;s;    5;s;  850;-;  795;-;   55;-;    0;-;    2;-;    2;-;   10;-;    4;-;    2;-;    8;-
3346;2011;11;A; 114;150103; 6;u;13;  943;s; 1016;-;   13;s;   11;-;  913;s;  844;s;   64;s;    5;s;    7;s;    1;s;    8;s;    4;s;    2;s;   10;s;  995;-;  929;-;   62;-;    4;-;    3;-;    0;-;    8;-;    3;-;    2;-;    7;-
3346;2011;11;A; 114;150103; 6;u;14;  857;s; 1140;-;   11;s;    4;-;  834;s;  778;s;   52;s;    4;s;    5;s;    0;s;    8;s;    3;s;    2;s;    7;s; 1130;-; 1060;-;   68;-;    2;-;    0;-;    1;-;    3;-;    0;-;    0;-;    6;-
3346;2011;11;A; 114;150103; 6;u;15;  917;s; 1356;-;    9;s;   10;-;  894;s;  839;s;   51;s;    4;s;    6;s;    0;s;    6;s;    3;s;    2;s;    8;s; 1333;-; 1258;-;   69;-;    6;-;    2;-;    3;-;    5;-;    2;-;    1;-;   11;-
3346;2011;11;A; 114;150103; 6;u;16;  762;s; 1260;-;    9;s;    7;-;  739;s;  681;s;   50;s;    8;s;    6;s;    0;s;    7;s;    2;s;    1;s;    8;s; 1237;-; 1172;-;   61;-;    4;-;    5;-;    1;-;    4;-;    2;-;    1;-;   11;-
3346;2011;11;A; 114;150103; 6;u;17;  695;s; 1209;-;   12;s;    4;-;  671;s;  624;s;   39;s;    8;s;    5;s;    1;s;    9;s;    2;s;    1;s;    7;s; 1184;-; 1106;-;   74;-;    4;-;    3;-;    0;-;    4;-;    0;-;    0;-;   18;-
3346;2011;11;A; 114;150103; 6;u;18;  671;s; 1015;-;   11;s;   10;-;  650;s;  603;s;   43;s;    4;s;    5;s;    1;s;    8;s;    2;s;    1;s;    5;s;  994;-;  926;-;   68;-;    0;-;    1;-;    1;-;    9;-;    0;-;    0;-;   10;-
3346;2011;11;A; 114;150103; 6;u;19;  604;s;  829;-;    7;s;    3;-;  589;s;  540;s;   47;s;    2;s;    3;s;    0;s;    4;s;    3;s;    1;s;    5;s;  812;-;  765;-;   42;-;    5;-;    4;-;    1;-;    2;-;    0;-;    0;-;   10;-
3346;2011;11;A; 114;150103; 6;u;20;  417;s;  623;-;    2;s;    4;-;  410;s;  382;s;   26;s;    2;s;    1;s;    0;s;    2;s;    0;s;    0;s;    4;s;  614;-;  571;-;   40;-;    3;-;    1;-;    2;-;    2;-;    0;-;    0;-;    4;-
3346;2011;11;A; 114;150103; 6;u;21;  331;s;  446;-;    2;s;    3;-;  323;s;  301;s;   22;s;    0;s;    3;s;    1;s;    1;s;    0;s;    0;s;    3;s;  438;-;  405;-;   32;-;    1;-;    1;-;    0;-;    3;-;    0;-;    0;-;    4;-
3346;2011;11;A; 114;150103; 6;u;22;  282;s;  335;-;    3;s;    2;-;  276;s;  257;s;   18;s;    1;s;    1;s;    0;s;    2;s;    1;s;    1;s;    2;s;  331;-;  308;-;   22;-;    1;-;    0;-;    0;-;    2;-;    0;-;    0;-;    2;-
3346;2011;11;A; 114;150103; 6;u;23;  242;s;  220;-;    3;s;    3;-;  236;s;  222;s;   14;s;    0;s;    1;s;    1;s;    2;s;    0;s;    0;s;    2;s;  214;-;  199;-;   15;-;    0;-;    1;-;    2;-;    1;-;    0;-;    0;-;    2;-
3346;2011;11;A; 114;150103; 6;u;24;  242;s;  173;-;    5;s;    0;-;  235;s;  223;s;   12;s;    0;s;    1;s;    0;s;    3;s;    2;s;    1;s;    1;s;  172;-;  164;-;    8;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-
3346;2011;11;A; 114;150104; 7;s;01;  100;s;   72;-;    1;s;    1;-;   98;s;   93;s;    5;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    1;s;   71;-;   69;-;    2;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150104; 7;s;02;   83;s;   66;-;    3;s;    0;-;   80;s;   75;s;    5;s;    0;s;    0;s;    0;s;    2;s;    1;s;    1;s;    0;s;   66;-;   63;-;    2;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150104; 7;s;03;   59;s;   34;-;    2;s;    1;-;   56;s;   53;s;    3;s;    0;s;    1;s;    0;s;    0;s;    2;s;    2;s;    0;s;   33;-;   30;-;    3;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-
3346;2011;11;A; 114;150104; 7;s;04;   59;s;   25;-;    1;s;    2;-;   57;s;   54;s;    3;s;    0;s;    0;s;    0;s;    0;s;    1;s;    1;s;    1;s;   22;-;   22;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150104; 7;s;05;   49;s;   46;-;    2;s;    3;-;   47;s;   42;s;    3;s;    2;s;    0;s;    0;s;    1;s;    1;s;    1;s;    0;s;   43;-;   42;-;    1;-;    0;-;    0;-;    0;-;    1;-;    2;-;    2;-;    0;-
3346;2011;11;A; 114;150104; 7;s;06;   74;s;   91;-;    4;s;    4;-;   68;s;   64;s;    4;s;    0;s;    0;s;    0;s;    2;s;    2;s;    2;s;    2;s;   86;-;   83;-;    3;-;    0;-;    0;-;    0;-;    1;-;    3;-;    3;-;    1;-
3346;2011;11;A; 114;150104; 7;s;07;   94;s;   58;-;    4;s;    4;-;   89;s;   82;s;    7;s;    0;s;    0;s;    2;s;    1;s;    1;s;    1;s;    1;s;   53;-;   47;-;    6;-;    0;-;    0;-;    0;-;    3;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150104; 7;s;08;   90;s;   77;-;    3;s;    1;-;   85;s;   80;s;    5;s;    0;s;    1;s;    0;s;    2;s;    1;s;    0;s;    1;s;   75;-;   68;-;    7;-;    0;-;    1;-;    0;-;    0;-;    1;-;    1;-;    0;-
3346;2011;11;A; 114;150104; 7;s;09;  231;s;  107;-;    8;s;    4;-;  220;s;  205;s;   14;s;    1;s;    1;s;    5;s;    2;s;    1;s;    1;s;    2;s;  102;-;   94;-;    8;-;    0;-;    0;-;    0;-;    2;-;    2;-;    2;-;    1;-
3346;2011;11;A; 114;150104; 7;s;10;  376;s;  236;-;    8;s;    1;-;  364;s;  345;s;   17;s;    2;s;    1;s;    2;s;    4;s;    2;s;    2;s;    3;s;  233;-;  217;-;   15;-;    1;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150104; 7;s;11;  687;s;  371;-;    7;s;    2;-;  672;s;  637;s;   27;s;    8;s;    2;s;    2;s;    4;s;    1;s;    1;s;    6;s;  365;-;  338;-;   26;-;    1;-;    3;-;    1;-;    0;-;    1;-;    1;-;    1;-
3346;2011;11;A; 114;150104; 7;s;12;  907;s;  543;-;    6;s;    4;-;  889;s;  832;s;   52;s;    5;s;    4;s;    0;s;    4;s;    2;s;    2;s;    8;s;  533;-;  494;-;   37;-;    2;-;    1;-;    1;-;    2;-;    1;-;    1;-;    5;-
3346;2011;11;A; 114;150104; 7;s;13;  942;s;  902;-;    7;s;    5;-;  924;s;  861;s;   55;s;    8;s;    3;s;    2;s;    4;s;    1;s;    1;s;    8;s;  889;-;  834;-;   52;-;    3;-;    5;-;    1;-;    3;-;    1;-;    1;-;    3;-
3346;2011;11;A; 114;150104; 7;s;14;  864;s; 1161;-;    9;s;    9;-;  841;s;  801;s;   35;s;    5;s;    4;s;    0;s;    6;s;    3;s;    2;s;   10;s; 1142;-; 1063;-;   72;-;    7;-;    2;-;    3;-;    2;-;    4;-;    4;-;    8;-
3346;2011;11;A; 114;150104; 7;s;15;  887;s; 1160;-;   10;s;   10;-;  868;s;  821;s;   41;s;    6;s;    2;s;    3;s;    6;s;    1;s;    1;s;    7;s; 1136;-; 1072;-;   61;-;    3;-;    5;-;    2;-;    5;-;    3;-;    1;-;    9;-
3346;2011;11;A; 114;150104; 7;s;16;  700;s; 1180;-;    5;s;    5;-;  687;s;  646;s;   39;s;    2;s;    3;s;    1;s;    4;s;    0;s;    0;s;    5;s; 1163;-; 1089;-;   67;-;    7;-;    4;-;    1;-;    1;-;    3;-;    1;-;    8;-
3346;2011;11;A; 114;150104; 7;s;17;  576;s; 1222;-;    7;s;   10;-;  559;s;  529;s;   28;s;    2;s;    3;s;    3;s;    2;s;    2;s;    2;s;    7;s; 1199;-; 1133;-;   64;-;    2;-;    5;-;    1;-;    5;-;    4;-;    2;-;    8;-
3346;2011;11;A; 114;150104; 7;s;18;  688;s; 1154;-;    8;s;   11;-;  670;s;  629;s;   37;s;    4;s;    3;s;    0;s;    4;s;    4;s;    2;s;    7;s; 1126;-; 1050;-;   74;-;    2;-;    2;-;    4;-;    6;-;    1;-;    1;-;   15;-
3346;2011;11;A; 114;150104; 7;s;19;  512;s;  822;-;    6;s;    5;-;  498;s;  462;s;   32;s;    4;s;    3;s;    0;s;    3;s;    3;s;    2;s;    5;s;  808;-;  763;-;   41;-;    4;-;    1;-;    1;-;    2;-;    2;-;    2;-;    8;-
3346;2011;11;A; 114;150104; 7;s;20;  353;s;  619;-;    9;s;    5;-;  340;s;  319;s;   19;s;    2;s;    2;s;    0;s;    6;s;    3;s;    2;s;    2;s;  606;-;  565;-;   40;-;    1;-;    3;-;    1;-;    3;-;    1;-;    1;-;    5;-
3346;2011;11;A; 114;150104; 7;s;21;  282;s;  414;-;    8;s;    3;-;  268;s;  253;s;   15;s;    0;s;    2;s;    3;s;    2;s;    3;s;    2;s;    4;s;  403;-;  371;-;   30;-;    2;-;    3;-;    1;-;    1;-;    1;-;    0;-;    5;-
3346;2011;11;A; 114;150104; 7;s;22;  188;s;  311;-;    6;s;    4;-;  180;s;  169;s;    9;s;    2;s;    0;s;    0;s;    3;s;    3;s;    2;s;    2;s;  302;-;  278;-;   22;-;    2;-;    1;-;    0;-;    2;-;    2;-;    1;-;    4;-
