TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
3346;2011;11;A; 114;150818; 2;u;16; 1338;s;  903;s;   69;s;   48;s; 1236;s; 1056;s;  174;s;    6;s;   13;s;    3;s;   38;s;   28;s;   15;s;   20;s;  839;s;  747;s;   83;s;    9;s;    8;s;    5;s;   22;s;   21;s;   14;s;    8;s
3346;2011;11;A; 114;150818; 2;u;17; 1492;s; 1006;s;   60;s;   42;s; 1397;s; 1120;s;  266;s;   11;s;   11;s;    3;s;   36;s;   21;s;   13;s;   24;s;  944;s;  836;s;   95;s;   13;s;    7;s;    1;s;   25;s;   16;s;    8;s;   13;s
3346;2011;11;A; 114;150818; 2;u;18; 1181;s;  924;s;   42;s;   24;s; 1116;s;  980;s;  132;s;    4;s;    8;s;    0;s;   26;s;   16;s;   10;s;   15;s;  886;s;  793;s;   79;s;   14;s;    6;s;    3;s;   13;s;    8;s;    5;s;    8;s
3346;2011;11;A; 114;150818; 2;u;19;  985;s;  731;s;   29;s;   24;s;  941;s;  851;s;   83;s;    7;s;    3;s;    0;s;   17;s;   12;s;    7;s;   12;s;  695;s;  618;s;   65;s;   12;s;    4;s;    2;s;   12;s;   10;s;    6;s;    8;s
3346;2011;11;A; 114;150818; 2;u;20;  682;s;  529;s;   13;s;   19;s;  657;s;  601;s;   51;s;    5;s;    3;s;    0;s;    7;s;    6;s;    3;s;    9;s;  500;s;  452;s;   43;s;    5;s;    4;s;    3;s;    8;s;    8;s;    6;s;    6;s
3346;2011;11;A; 114;150818; 2;u;21;  471;s;  362;s;   11;s;   12;s;  454;s;  417;s;   34;s;    3;s;    1;s;    2;s;    5;s;    4;s;    3;s;    5;s;  346;s;  314;s;   27;s;    5;s;    2;s;    3;s;    6;s;    3;s;    2;s;    2;s
3346;2011;11;A; 114;150818; 2;u;22;  325;s;  248;s;    7;s;   16;s;  313;s;  298;s;   15;s;    0;s;    2;s;    0;s;    2;s;    5;s;    3;s;    3;s;  228;s;  205;s;   19;s;    4;s;    2;s;    4;s;    8;s;    4;s;    3;s;    2;s
3346;2011;11;A; 114;150818; 2;u;23;  261;s;  144;s;    7;s;    9;s;  251;s;  238;s;   11;s;    2;s;    1;s;    0;s;    4;s;    3;s;    2;s;    2;s;  133;s;  121;s;   10;s;    2;s;    2;s;    1;s;    3;s;    5;s;    4;s;    0;s
3346;2011;11;A; 114;150818; 2;u;24;  160;s;  111;s;    7;s;   15;s;  151;s;  142;s;    9;s;    0;s;    0;s;    0;s;    3;s;    4;s;    3;s;    2;s;   94;s;   83;s;    9;s;    2;s;    1;s;    1;s;    9;s;    5;s;    3;s;    1;s
3346;2011;11;A; 114;150819; 3;u;01;   78;s;   65;s;    9;s;    9;s;   68;s;   63;s;    5;s;    0;s;    0;s;    0;s;    2;s;    7;s;    6;s;    1;s;   55;s;   48;s;    5;s;    2;s;    1;s;    0;s;    4;s;    5;s;    2;s;    0;s
3346;2011;11;A; 114;150819; 3;u;02;   51;s;   41;s;   10;s;    8;s;   41;s;   37;s;    4;s;    0;s;    0;s;    0;s;    3;s;    7;s;    6;s;    0;s;   31;s;   24;s;    7;s;    0;s;    1;s;    1;s;    4;s;    3;s;    2;s;    1;s
3346;2011;11;A; 114;150819; 3;u;03;   37;s;   28;s;   10;s;    7;s;   26;s;   23;s;    3;s;    0;s;    0;s;    1;s;    4;s;    5;s;    3;s;    1;s;   20;s;   15;s;    4;s;    1;s;    0;s;    0;s;    3;s;    4;s;    2;s;    1;s
3346;2011;11;A; 114;150819; 3;u;04;   54;s;   47;s;   17;s;   15;s;   36;s;   31;s;    5;s;    0;s;    0;s;    5;s;    5;s;    7;s;    5;s;    1;s;   29;s;   19;s;   10;s;    0;s;    2;s;    0;s;    5;s;   10;s;    4;s;    1;s
3346;2011;11;A; 114;150819; 3;u;05;   97;s;  186;s;   25;s;   46;s;   71;s;   63;s;    8;s;    0;s;    0;s;    1;s;   12;s;   12;s;    8;s;    1;s;  135;s;  118;s;   15;s;    2;s;    3;s;    0;s;   20;s;   26;s;   17;s;    2;s
3346;2011;11;A; 114;150819; 3;u;06;  231;s;  774;s;   33;s;   67;s;  196;s;  173;s;   22;s;    1;s;    0;s;    0;s;   19;s;   14;s;   10;s;    2;s;  693;s;  595;s;   76;s;   22;s;    2;s;    0;s;   33;s;   34;s;   23;s;   12;s
3346;2011;11;A; 114;150819; 3;u;07;  562;s; 1707;s;   43;s;  119;s;  508;s;  443;s;   61;s;    4;s;    3;s;    0;s;   22;s;   21;s;   14;s;    8;s; 1541;s; 1145;s;  371;s;   25;s;   16;s;    1;s;   62;s;   56;s;   34;s;   31;s
3346;2011;11;A; 114;150819; 3;u;08;  794;s; 1882;s;   56;s;  105;s;  724;s;  638;s;   84;s;    2;s;    4;s;    0;s;   25;s;   31;s;   19;s;   10;s; 1742;s; 1448;s;  267;s;   27;s;   17;s;    3;s;   56;s;   46;s;   29;s;   18;s
3346;2011;11;A; 114;150819; 3;u;09;  794;s; 1431;s;   67;s;   98;s;  709;s;  631;s;   75;s;    3;s;    6;s;    1;s;   31;s;   35;s;   22;s;   12;s; 1304;s; 1118;s;  165;s;   21;s;   12;s;    5;s;   45;s;   48;s;   31;s;   17;s
3346;2011;11;A; 114;150819; 3;u;10;  705;s; 1035;s;   74;s;   87;s;  617;s;  549;s;   66;s;    2;s;    6;s;    7;s;   30;s;   37;s;   24;s;    8;s;  920;s;  803;s;  104;s;   13;s;   11;s;    4;s;   40;s;   43;s;   29;s;   17;s
3346;2011;11;A; 114;150819; 3;u;11;  723;s;  800;s;   79;s;   77;s;  626;s;  556;s;   65;s;    5;s;    8;s;    3;s;   32;s;   44;s;   27;s;   10;s;  700;s;  606;s;   81;s;   13;s;   10;s;    4;s;   35;s;   38;s;   28;s;   13;s
3346;2011;11;A; 114;150819; 3;u;12;  706;s;  740;s;   74;s;   90;s;  615;s;  540;s;   71;s;    4;s;    7;s;    1;s;   34;s;   39;s;   24;s;   10;s;  636;s;  555;s;   74;s;    7;s;    5;s;    2;s;   38;s;   50;s;   33;s;    9;s
3346;2011;11;A; 114;150819; 3;u;13;  714;s;  762;s;   70;s;   90;s;  628;s;  547;s;   75;s;    6;s;    8;s;    3;s;   34;s;   33;s;   21;s;    8;s;  658;s;  578;s;   69;s;   11;s;    5;s;    5;s;   37;s;   48;s;   33;s;    9;s
3346;2011;11;A; 114;150819; 3;u;14;  809;s;  820;s;   68;s;   95;s;  724;s;  631;s;   86;s;    7;s;    8;s;    2;s;   36;s;   30;s;   19;s;    9;s;  708;s;  625;s;   69;s;   14;s;    9;s;    4;s;   43;s;   48;s;   35;s;    8;s
3346;2011;11;A; 114;150819; 3;u;15; 1096;s;  810;s;   72;s;   69;s; 1000;s;  868;s;  123;s;    9;s;    9;s;    0;s;   43;s;   29;s;   18;s;   15;s;  723;s;  642;s;   72;s;    9;s;    9;s;    4;s;   30;s;   35;s;   24;s;    9;s
3346;2011;11;A; 114;150819; 3;u;16; 1302;s;  914;s;   75;s;   61;s; 1197;s; 1023;s;  167;s;    7;s;   13;s;    2;s;   38;s;   35;s;   21;s;   17;s;  838;s;  736;s;   90;s;   12;s;    4;s;    6;s;   28;s;   27;s;   19;s;   11;s
3346;2011;11;A; 114;150819; 3;u;17; 1636;s; 1051;s;   67;s;   44;s; 1532;s; 1219;s;  303;s;   10;s;   14;s;    2;s;   37;s;   28;s;   16;s;   23;s;  986;s;  865;s;  106;s;   15;s;    9;s;    4;s;   25;s;   15;s;   10;s;   12;s
3346;2011;11;A; 114;150819; 3;u;18; 1302;s; 1027;s;   46;s;   32;s; 1232;s; 1072;s;  150;s;   10;s;    9;s;    1;s;   27;s;   18;s;   11;s;   15;s;  982;s;  875;s;   89;s;   18;s;    4;s;    3;s;   17;s;   12;s;    9;s;    9;s
3346;2011;11;A; 114;150819; 3;u;19; 1030;s;  821;s;   31;s;   24;s;  980;s;  879;s;   88;s;   13;s;    7;s;    2;s;   17;s;   12;s;    8;s;   12;s;  786;s;  715;s;   60;s;   11;s;    5;s;    5;s;   10;s;    9;s;    6;s;    6;s
3346;2011;11;A; 114;150819; 3;u;20;  685;s;  581;s;   19;s;   15;s;  653;s;  592;s;   52;s;    9;s;    4;s;    0;s;   11;s;    8;s;    5;s;    9;s;  556;s;  493;s;   50;s;   13;s;    4;s;    4;s;    7;s;    4;s;    3;s;    6;s
3346;2011;11;A; 114;150819; 3;u;21;  502;s;  405;s;   12;s;   15;s;  481;s;  440;s;   37;s;    4;s;    3;s;    1;s;    7;s;    4;s;    3;s;    6;s;  385;s;  348;s;   31;s;    6;s;    2;s;    2;s;    9;s;    4;s;    3;s;    3;s
3346;2011;11;A; 114;150819; 3;u;22;  348;s;  303;s;    8;s;   10;s;  336;s;  312;s;   20;s;    4;s;    2;s;    0;s;    4;s;    4;s;    2;s;    2;s;  288;s;  267;s;   17;s;    4;s;    3;s;    2;s;    3;s;    5;s;    3;s;    2;s
3346;2011;11;A; 114;150819; 3;u;23;  290;s;  194;s;    7;s;   13;s;  279;s;  263;s;   14;s;    2;s;    1;s;    0;s;    3;s;    4;s;    2;s;    3;s;  177;s;  160;s;   12;s;    5;s;    3;s;    1;s;    6;s;    6;s;    5;s;    1;s
3346;2011;11;A; 114;150819; 3;u;24;  170;s;  120;s;    9;s;   13;s;  159;s;  152;s;    7;s;    0;s;    0;s;    0;s;    3;s;    6;s;    3;s;    2;s;  104;s;   93;s;    9;s;    2;s;    2;s;    2;s;    7;s;    4;s;    3;s;    1;s
3346;2011;11;A; 114;150820; 4;u;01;   84;s;   64;s;    8;s;   13;s;   74;s;   69;s;    5;s;    0;s;    1;s;    0;s;    2;s;    6;s;    4;s;    1;s;   49;s;   43;s;    6;s;    0;s;    1;s;    0;s;    6;s;    7;s;    5;s;    1;s
3346;2011;11;A; 114;150820; 4;u;02;   51;s;   37;s;    9;s;   13;s;   40;s;   36;s;    4;s;    0;s;    1;s;    0;s;    3;s;    6;s;    5;s;    1;s;   23;s;   18;s;    5;s;    0;s;    1;s;    4;s;    5;s;    4;s;    3;s;    0;s
3346;2011;11;A; 114;150820; 4;u;03;   45;s;   36;s;   12;s;   10;s;   32;s;   27;s;    5;s;    0;s;    0;s;    0;s;    6;s;    6;s;    4;s;    1;s;   26;s;   16;s;    5;s;    5;s;    0;s;    0;s;    6;s;    4;s;    3;s;    0;s
3346;2011;11;A; 114;150820; 4;u;04;   64;s;   60;s;   17;s;   17;s;   46;s;   40;s;    6;s;    0;s;    0;s;    4;s;    6;s;    7;s;    5;s;    1;s;   41;s;   32;s;    8;s;    1;s;    1;s;    1;s;    7;s;    9;s;    5;s;    1;s
3346;2011;11;A; 114;150820; 4;u;05;   89;s;  182;s;   24;s;   38;s;   63;s;   54;s;    8;s;    1;s;    1;s;    1;s;   12;s;   11;s;    8;s;    1;s;  137;s;  117;s;   16;s;    4;s;    3;s;    0;s;   16;s;   22;s;   16;s;    4;s
3346;2011;11;A; 114;150820; 4;u;06;  246;s;  735;s;   36;s;   81;s;  206;s;  181;s;   24;s;    1;s;    1;s;    0;s;   20;s;   16;s;   11;s;    3;s;  642;s;  545;s;   80;s;   17;s;    5;s;    0;s;   42;s;   39;s;   24;s;    7;s
3346;2011;11;A; 114;150820; 4;u;07;  586;s; 1670;s;   42;s;  106;s;  530;s;  463;s;   63;s;    4;s;    3;s;    0;s;   23;s;   19;s;   13;s;   11;s; 1516;s; 1138;s;  354;s;   24;s;   17;s;    0;s;   54;s;   52;s;   31;s;   31;s
3346;2011;11;A; 114;150820; 4;u;08;  824;s; 1849;s;   51;s;   95;s;  757;s;  663;s;   90;s;    4;s;    6;s;    0;s;   26;s;   25;s;   18;s;   10;s; 1710;s; 1428;s;  260;s;   22;s;   19;s;    2;s;   51;s;   42;s;   27;s;   25;s
3346;2011;11;A; 114;150820; 4;u;09;  763;s; 1434;s;   74;s;   82;s;  674;s;  597;s;   75;s;    2;s;    4;s;    4;s;   33;s;   37;s;   25;s;   11;s; 1318;s; 1137;s;  160;s;   21;s;   17;s;    4;s;   39;s;   39;s;   25;s;   17;s
3346;2011;11;A; 114;150820; 4;u;10;  730;s; 1108;s;   82;s;  105;s;  633;s;  565;s;   64;s;    4;s;    6;s;    7;s;   34;s;   41;s;   26;s;    9;s;  983;s;  861;s;  106;s;   16;s;    9;s;    7;s;   49;s;   49;s;   37;s;   11;s
3346;2011;11;A; 114;150820; 4;u;11;  741;s;  846;s;   77;s;   97;s;  648;s;  575;s;   67;s;    6;s;    8;s;    3;s;   36;s;   38;s;   24;s;    8;s;  734;s;  636;s;   85;s;   13;s;    7;s;    5;s;   39;s;   53;s;   40;s;    8;s
3346;2011;11;A; 114;150820; 4;u;12;  742;s;  761;s;   68;s;   96;s;  656;s;  570;s;   79;s;    7;s;    7;s;    0;s;   35;s;   33;s;   20;s;   11;s;  649;s;  573;s;   68;s;    8;s;    6;s;    9;s;   39;s;   48;s;   31;s;   10;s
3346;2011;11;A; 114;150820; 4;u;13;  771;s;  809;s;   73;s;   94;s;  680;s;  590;s;   85;s;    5;s;    9;s;    3;s;   36;s;   34;s;   23;s;    9;s;  698;s;  613;s;   77;s;    8;s;    8;s;    9;s;   42;s;   43;s;   27;s;    9;s
3346;2011;11;A; 114;150820; 4;u;14;  888;s;  795;s;   76;s;   85;s;  791;s;  681;s;  102;s;    8;s;    8;s;    2;s;   37;s;   37;s;   23;s;   13;s;  696;s;  607;s;   77;s;   12;s;    5;s;    6;s;   38;s;   41;s;   29;s;    9;s
3346;2011;11;A; 114;150820; 4;u;15; 1128;s;  876;s;   86;s;   75;s; 1017;s;  882;s;  128;s;    7;s;   11;s;    4;s;   45;s;   37;s;   24;s;   14;s;  782;s;  685;s;   86;s;   11;s;    7;s;    4;s;   39;s;   32;s;   23;s;   12;s
3346;2011;11;A; 114;150820; 4;u;16; 1426;s;  932;s;   74;s;   57;s; 1326;s; 1121;s;  193;s;   12;s;   11;s;    2;s;   40;s;   32;s;   20;s;   15;s;  859;s;  763;s;   84;s;   12;s;    4;s;    6;s;   25;s;   26;s;   19;s;   12;s
3346;2011;11;A; 114;150820; 4;u;17; 1657;s; 1034;s;   65;s;   45;s; 1555;s; 1255;s;  287;s;   13;s;   12;s;    3;s;   37;s;   25;s;   13;s;   25;s;  972;s;  857;s;   99;s;   16;s;    8;s;    4;s;   25;s;   16;s;   10;s;    9;s
3346;2011;11;A; 114;150820; 4;u;18; 1396;s; 1057;s;   45;s;   39;s; 1322;s; 1142;s;  169;s;   11;s;    8;s;    3;s;   25;s;   17;s;    9;s;   21;s; 1004;s;  899;s;   88;s;   17;s;    6;s;    5;s;   22;s;   12;s;    7;s;    8;s
3346;2011;11;A; 114;150820; 4;u;19; 1150;s;  808;s;   32;s;   26;s; 1097;s;  989;s;   98;s;   10;s;    6;s;    1;s;   19;s;   12;s;    8;s;   15;s;  773;s;  692;s;   68;s;   13;s;    4;s;    4;s;   12;s;   10;s;    7;s;    5;s
3346;2011;11;A; 114;150820; 4;u;20;  797;s;  614;s;   19;s;   26;s;  762;s;  691;s;   66;s;    5;s;    6;s;    0;s;   11;s;    8;s;    6;s;   10;s;  580;s;  525;s;   46;s;    9;s;    3;s;    8;s;   10;s;    8;s;    5;s;    5;s
3346;2011;11;A; 114;150820; 4;u;21;  554;s;  440;s;   17;s;   17;s;  529;s;  482;s;   40;s;    7;s;    3;s;    1;s;   10;s;    6;s;    4;s;    5;s;  418;s;  374;s;   34;s;   10;s;    2;s;    2;s;   10;s;    5;s;    3;s;    3;s
3346;2011;11;A; 114;150820; 4;u;22;  367;s;  294;s;   11;s;   10;s;  353;s;  330;s;   20;s;    3;s;    2;s;    1;s;    5;s;    5;s;    4;s;    1;s;  281;s;  254;s;   22;s;    5;s;    1;s;    3;s;    3;s;    4;s;    3;s;    2;s
3346;2011;11;A; 114;150820; 4;u;23;  302;s;  213;s;    8;s;   11;s;  291;s;  276;s;   11;s;    4;s;    2;s;    0;s;    3;s;    5;s;    3;s;    1;s;  198;s;  174;s;   19;s;    5;s;    3;s;    0;s;    5;s;    6;s;    4;s;    1;s
3346;2011;11;A; 114;150820; 4;u;24;  197;s;  117;s;    9;s;   13;s;  186;s;  175;s;   11;s;    0;s;    0;s;    0;s;    4;s;    5;s;    4;s;    2;s;  104;s;   75;s;    9;s;   20;s;    0;s;    3;s;    6;s;    4;s;    3;s;    0;s
3346;2011;11;A; 114;150821; 5;u;01;  110;s;   59;s;    6;s;   11;s;  102;s;   92;s;    9;s;    1;s;    0;s;    0;s;    1;s;    5;s;    4;s;    2;s;   47;s;   41;s;    6;s;    0;s;    1;s;    0;s;    5;s;    6;s;    4;s;    0;s
3346;2011;11;A; 114;150821; 5;u;02;   56;s;   46;s;    9;s;   10;s;   47;s;   41;s;    5;s;    1;s;    0;s;    0;s;    4;s;    5;s;    4;s;    0;s;   36;s;   31;s;    5;s;    0;s;    0;s;    0;s;    6;s;    4;s;    3;s;    0;s
3346;2011;11;A; 114;150821; 5;u;03;   58;s;   28;s;   10;s;   10;s;   47;s;   39;s;    8;s;    0;s;    0;s;    0;s;    5;s;    5;s;    3;s;    1;s;   18;s;   14;s;    4;s;    0;s;    0;s;    0;s;    5;s;    5;s;    4;s;    0;s
3346;2011;11;A; 114;150821; 5;u;04;   73;s;   60;s;   16;s;   14;s;   55;s;   49;s;    6;s;    0;s;    1;s;    1;s;    7;s;    8;s;    6;s;    1;s;   43;s;   35;s;    8;s;    0;s;    1;s;    0;s;    6;s;    8;s;    5;s;    2;s
3346;2011;11;A; 114;150821; 5;u;05;   92;s;  180;s;   22;s;   42;s;   68;s;   60;s;    8;s;    0;s;    1;s;    0;s;   12;s;   10;s;    7;s;    1;s;  137;s;  121;s;   13;s;    3;s;    0;s;    0;s;   15;s;   27;s;   22;s;    1;s
3346;2011;11;A; 114;150821; 5;u;06;  258;s;  722;s;   34;s;   81;s;  216;s;  192;s;   24;s;    0;s;    3;s;    0;s;   20;s;   14;s;   11;s;    5;s;  627;s;  539;s;   69;s;   19;s;    4;s;    0;s;   39;s;   42;s;   28;s;   10;s
3346;2011;11;A; 114;150821; 5;u;07;  617;s; 1632;s;   40;s;  107;s;  568;s;  500;s;   65;s;    3;s;    1;s;    0;s;   23;s;   17;s;   11;s;    8;s; 1483;s; 1111;s;  347;s;   25;s;   17;s;    1;s;   59;s;   47;s;   30;s;   25;s
3346;2011;11;A; 114;150821; 5;u;08;  867;s; 1806;s;   52;s;   95;s;  797;s;  703;s;   91;s;    3;s;    4;s;    3;s;   23;s;   26;s;   17;s;   14;s; 1672;s; 1385;s;  257;s;   30;s;   18;s;    2;s;   54;s;   39;s;   24;s;   21;s
3346;2011;11;A; 114;150821; 5;u;09;  861;s; 1290;s;   78;s;   87;s;  770;s;  678;s;   88;s;    4;s;    4;s;    5;s;   36;s;   37;s;   24;s;    9;s; 1174;s; 1015;s;  143;s;   16;s;   13;s;    4;s;   42;s;   41;s;   30;s;   16;s
3346;2011;11;A; 114;150821; 5;u;10;  841;s; 1023;s;   96;s;  105;s;  729;s;  641;s;   87;s;    1;s;    4;s;    9;s;   42;s;   45;s;   28;s;   12;s;  895;s;  779;s;  104;s;   12;s;    8;s;    5;s;   54;s;   46;s;   33;s;   15;s
3346;2011;11;A; 114;150821; 5;u;11;  912;s;  837;s;   74;s;   99;s;  821;s;  715;s;   99;s;    7;s;   10;s;    4;s;   34;s;   36;s;   22;s;    7;s;  721;s;  625;s;   86;s;   10;s;    9;s;    8;s;   44;s;   47;s;   33;s;    8;s
3346;2011;11;A; 114;150821; 5;u;12; 1010;s;  819;s;   78;s;   84;s;  911;s;  788;s;  115;s;    8;s;    8;s;    3;s;   35;s;   40;s;   25;s;   13;s;  715;s;  619;s;   86;s;   10;s;   10;s;   10;s;   33;s;   41;s;   25;s;   10;s
3346;2011;11;A; 114;150821; 5;u;13; 1243;s;  894;s;   86;s;   89;s; 1131;s;  975;s;  147;s;    9;s;   11;s;    2;s;   47;s;   37;s;   23;s;   15;s;  788;s;  692;s;   85;s;   11;s;    8;s;    8;s;   38;s;   43;s;   27;s;    9;s
3346;2011;11;A; 114;150821; 5;u;14; 1646;s; 1043;s;   79;s;   90;s; 1532;s; 1319;s;  202;s;   11;s;   14;s;    3;s;   42;s;   34;s;   23;s;   21;s;  934;s;  826;s;   93;s;   15;s;    6;s;    9;s;   38;s;   43;s;   29;s;   13;s
3346;2011;11;A; 114;150821; 5;u;15; 1906;s; 1033;s;   69;s;   63;s; 1801;s; 1565;s;  225;s;   11;s;   14;s;    1;s;   39;s;   29;s;   19;s;   22;s;  952;s;  850;s;   93;s;    9;s;    5;s;    7;s;   28;s;   28;s;   19;s;   13;s
3346;2011;11;A; 114;150821; 5;u;16; 2043;s; 1109;s;   64;s;   46;s; 1942;s; 1697;s;  227;s;   18;s;   14;s;    0;s;   36;s;   28;s;   17;s;   23;s; 1045;s;  933;s;   97;s;   15;s;    9;s;    7;s;   23;s;   16;s;   10;s;    9;s
3346;2011;11;A; 114;150821; 5;u;17; 1838;s; 1112;s;   46;s;   45;s; 1757;s; 1538;s;  203;s;   16;s;   15;s;    3;s;   26;s;   17;s;   11;s;   20;s; 1050;s;  948;s;   87;s;   15;s;    8;s;    6;s;   22;s;   17;s;   11;s;    9;s
3346;2011;11;A; 114;150821; 5;u;18; 1497;s; 1104;s;   35;s;   36;s; 1435;s; 1300;s;  124;s;   11;s;   11;s;    4;s;   19;s;   12;s;    9;s;   16;s; 1049;s;  953;s;   82;s;   14;s;    8;s;    4;s;   21;s;   11;s;    7;s;   11;s
3346;2011;11;A; 114;150821; 5;u;19; 1253;s;  916;s;   28;s;   23;s; 1203;s; 1100;s;   93;s;   10;s;    9;s;    2;s;   17;s;    9;s;    6;s;   13;s;  880;s;  805;s;   63;s;   12;s;    4;s;    3;s;   12;s;    8;s;    5;s;    9;s
3346;2011;11;A; 114;150821; 5;u;20;  954;s;  701;s;   20;s;   16;s;  915;s;  838;s;   71;s;    6;s;    7;s;    1;s;   12;s;    7;s;    5;s;   12;s;  676;s;  618;s;   47;s;   11;s;    4;s;    2;s;    9;s;    5;s;    4;s;    5;s
3346;2011;11;A; 114;150821; 5;u;21;  696;s;  479;s;   14;s;   13;s;  670;s;  614;s;   51;s;    5;s;    5;s;    3;s;    7;s;    4;s;    3;s;    7;s;  461;s;  421;s;   33;s;    7;s;    2;s;    2;s;    8;s;    3;s;    2;s;    3;s
3346;2011;11;A; 114;150821; 5;u;22;  485;s;  373;s;    8;s;   14;s;  465;s;  436;s;   29;s;    0;s;    4;s;    0;s;    3;s;    5;s;    3;s;    8;s;  354;s;  324;s;   23;s;    7;s;    3;s;    4;s;    7;s;    3;s;    2;s;    2;s
3346;2011;11;A; 114;150821; 5;u;23;  389;s;  236;s;    8;s;   13;s;  376;s;  353;s;   21;s;    2;s;    2;s;    0;s;    3;s;    5;s;    4;s;    3;s;  219;s;  195;s;   19;s;    5;s;    3;s;    2;s;    5;s;    6;s;    4;s;    1;s
3346;2011;11;A; 114;150821; 5;u;24;  302;s;  163;s;   10;s;   15;s;  288;s;  271;s;   17;s;    0;s;    0;s;    1;s;    5;s;    4;s;    2;s;    4;s;  145;s;  129;s;   14;s;    2;s;    2;s;    3;s;    5;s;    7;s;    4;s;    1;s
3346;2011;11;A; 114;150822; 6;u;01;  186;s;  137;s;   12;s;    8;s;  172;s;  159;s;   13;s;    0;s;    1;s;    1;s;    6;s;    5;s;    4;s;    1;s;  127;s;  112;s;   10;s;    5;s;    1;s;    2;s;    2;s;    4;s;    3;s;    1;s
3346;2011;11;A; 114;150822; 6;u;02;  150;s;   71;s;    4;s;    8;s;  144;s;  133;s;   11;s;    0;s;    0;s;    0;s;    0;s;    4;s;    3;s;    2;s;   62;s;   55;s;    6;s;    1;s;    1;s;    0;s;    4;s;    4;s;    2;s;    0;s
3346;2011;11;A; 114;150822; 6;u;03;   93;s;   40;s;    7;s;    6;s;   84;s;   80;s;    4;s;    0;s;    0;s;    0;s;    4;s;    3;s;    2;s;    2;s;   34;s;   30;s;    4;s;    0;s;    0;s;    0;s;    4;s;    2;s;    1;s;    0;s
3346;2011;11;A; 114;150822; 6;u;04;   79;s;   55;s;    6;s;   14;s;   72;s;   64;s;    8;s;    0;s;    0;s;    0;s;    2;s;    4;s;    3;s;    1;s;   34;s;   30;s;    4;s;    0;s;    7;s;    1;s;    4;s;    9;s;    7;s;    0;s
3346;2011;11;A; 114;150822; 6;u;05;   74;s;  104;s;   10;s;   28;s;   63;s;   54;s;    9;s;    0;s;    0;s;    1;s;    5;s;    4;s;    2;s;    1;s;   74;s;   64;s;    9;s;    1;s;    1;s;    0;s;    3;s;   25;s;   16;s;    1;s
3346;2011;11;A; 114;150822; 6;u;06;  132;s;  238;s;   13;s;   30;s;  117;s;  108;s;    9;s;    0;s;    0;s;    0;s;    9;s;    4;s;    3;s;    2;s;  204;s;  185;s;   18;s;    1;s;    1;s;    1;s;   10;s;   19;s;   13;s;    3;s
3346;2011;11;A; 114;150822; 6;u;07;  195;s;  239;s;   17;s;   17;s;  172;s;  153;s;   18;s;    1;s;    2;s;    1;s;   11;s;    5;s;    4;s;    4;s;  215;s;  178;s;   35;s;    2;s;    3;s;    2;s;    6;s;    9;s;    6;s;    4;s
3346;2011;11;A; 114;150822; 6;u;08;  390;s;  335;s;   22;s;   14;s;  357;s;  320;s;   36;s;    1;s;    4;s;    0;s;   14;s;    8;s;    5;s;    7;s;  310;s;  266;s;   40;s;    4;s;    7;s;    1;s;    9;s;    4;s;    3;s;    4;s
3346;2011;11;A; 114;150822; 6;u;09;  636;s;  498;s;   33;s;   21;s;  591;s;  536;s;   49;s;    6;s;    6;s;    2;s;   19;s;   12;s;    8;s;    6;s;  466;s;  411;s;   51;s;    4;s;    6;s;    1;s;   12;s;    8;s;    6;s;    5;s
3346;2011;11;A; 114;150822; 6;u;10; 1034;s;  745;s;   26;s;   17;s;  989;s;  915;s;   67;s;    7;s;    7;s;    4;s;   10;s;   12;s;    8;s;   12;s;  713;s;  645;s;   60;s;    8;s;    8;s;    3;s;    7;s;    7;s;    5;s;    7;s
3346;2011;11;A; 114;150822; 6;u;11; 1447;s;  942;s;   17;s;   17;s; 1411;s; 1325;s;   83;s;    3;s;    7;s;    0;s;   10;s;    7;s;    4;s;   12;s;  908;s;  825;s;   76;s;    7;s;    9;s;    4;s;    9;s;    4;s;    3;s;    8;s
3346;2011;11;A; 114;150822; 6;u;12; 1390;s;  994;s;   25;s;   13;s; 1346;s; 1251;s;   87;s;    8;s;    9;s;    0;s;   18;s;    7;s;    4;s;   10;s;  962;s;  881;s;   69;s;   12;s;    9;s;    3;s;    7;s;    3;s;    2;s;   10;s
3346;2011;11;A; 114;150822; 6;u;13; 1312;s; 1037;s;   16;s;   19;s; 1275;s; 1171;s;   91;s;   13;s;    9;s;    1;s;   10;s;    5;s;    3;s;   12;s; 1001;s;  921;s;   67;s;   13;s;    6;s;    3;s;   12;s;    4;s;    2;s;   11;s
